sessionid,medium,session_start_time,session_end_time,log_in_status,session_with_order,member_tier,eventaction,pagetype,page_duration,p_personal_care,p_skincare,p_cosmetics,p_health_care,p_body_hair_care,p_sport,p_men,p_other,p_derma,p_watsons_brand,p_bulk_buy,b_personal_care,b_skincare,b_cosmetics,b_health_care,b_body_hair_care,b_sport,b_men,b_other,b_derma,b_watsons_brand,b_bulk_buy
294D585BC2A227E54E2D9B0E75B14E11.twpfa44n,cpc,5/23/20 11:10 PM,46:00.0,Y,Y,Member,Pageview,Other,30,N,N,N,Y,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N
294D585BC2A227E54E2D9B0E75B14E11.twpfa44n,cpc,5/23/20 11:10 PM,46:00.0,Y,Y,Member,Pageview,Product,30,N,N,N,Y,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N
294D585BC2A227E54E2D9B0E75B14E11.twpfa44n,cpc,5/23/20 11:10 PM,46:00.0,Y,Y,Member,Pageview,Checkout,60,N,N,N,Y,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N
294D585BC2A227E54E2D9B0E75B14E11.twpfa44n,cpc,5/23/20 11:10 PM,46:00.0,Y,Y,Member,Pageview,Other,10,N,N,N,Y,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N
294D585BC2A227E54E2D9B0E75B14E11.twpfa44n,cpc,5/23/20 11:10 PM,46:00.0,Y,Y,Member,Pageview,Product,10,N,N,N,Y,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N
294D585BC2A227E54E2D9B0E75B14E11.twpfa44n,cpc,5/23/20 11:10 PM,46:00.0,Y,Y,Member,Pageview,Checkout,10,N,N,N,Y,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N
294D585BC2A227E54E2D9B0E75B14E11.twpfa44n,cpc,5/23/20 11:10 PM,46:00.0,Y,Y,Member,Pageview,Checkout,10,N,N,N,Y,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N
294D585BC2A227E54E2D9B0E75B14E11.twpfa44n,cpc,5/23/20 11:10 PM,46:00.0,Y,Y,Member,Pageview,Other,10,N,N,N,Y,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N
294D585BC2A227E54E2D9B0E75B14E11.twpfa44n,cpc,5/23/20 11:10 PM,46:00.0,Y,Y,Member,Pageview,Checkout,10,N,N,N,Y,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N
294D585BC2A227E54E2D9B0E75B14E11.twpfa44n,cpc,5/23/20 11:10 PM,46:00.0,Y,Y,Member,Pageview,Product,10,N,N,N,Y,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N
294D585BC2A227E54E2D9B0E75B14E11.twpfa44n,cpc,5/23/20 11:10 PM,46:00.0,Y,Y,Member,Pageview,Other,10,N,N,N,Y,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N
294D585BC2A227E54E2D9B0E75B14E11.twpfa44n,cpc,5/23/20 11:10 PM,46:00.0,Y,Y,Member,Pageview,Product,10,N,N,N,Y,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N
294D585BC2A227E54E2D9B0E75B14E11.twpfa44n,cpc,5/23/20 11:10 PM,46:00.0,Y,Y,Member,Pageview,Other,10,N,N,N,Y,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N
294D585BC2A227E54E2D9B0E75B14E11.twpfa44n,cpc,5/23/20 11:10 PM,46:00.0,Y,Y,Member,Pageview,Other,10,N,N,N,Y,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N
294D585BC2A227E54E2D9B0E75B14E11.twpfa44n,cpc,5/23/20 11:10 PM,46:00.0,Y,Y,Member,Pageview,Product,10,N,N,N,Y,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N
294D585BC2A227E54E2D9B0E75B14E11.twpfa44n,cpc,5/23/20 11:10 PM,46:00.0,Y,Y,Member,Pageview,Other,15,N,N,N,Y,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N
294D585BC2A227E54E2D9B0E75B14E11.twpfa44n,cpc,5/23/20 11:10 PM,46:00.0,Y,Y,Member,Pageview,Checkout,15,N,N,N,Y,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N
294D585BC2A227E54E2D9B0E75B14E11.twpfa44n,cpc,5/23/20 11:10 PM,46:00.0,Y,Y,Member,Pageview,Product,15,N,N,N,Y,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N
294D585BC2A227E54E2D9B0E75B14E11.twpfa44n,cpc,5/23/20 11:10 PM,46:00.0,Y,Y,Member,Pageview,Product,15,N,N,N,Y,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N
294D585BC2A227E54E2D9B0E75B14E11.twpfa44n,cpc,5/23/20 11:10 PM,46:00.0,Y,Y,Member,Pageview,Checkout,30,N,N,N,Y,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N
294D585BC2A227E54E2D9B0E75B14E11.twpfa44n,cpc,5/23/20 11:10 PM,46:00.0,Y,Y,Member,Pageview,Checkout,30,N,N,N,Y,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N
294D585BC2A227E54E2D9B0E75B14E11.twpfa44n,cpc,5/23/20 11:10 PM,46:00.0,Y,Y,Member,Pageview,Checkout,20,N,N,N,Y,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N
294D585BC2A227E54E2D9B0E75B14E11.twpfa44n,cpc,5/23/20 11:10 PM,46:00.0,Y,Y,Member,Pageview,Product,20,N,N,N,Y,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N
294D585BC2A227E54E2D9B0E75B14E11.twpfa44n,cpc,5/23/20 11:10 PM,46:00.0,Y,Y,Member,Pageview,Checkout,20,N,N,N,Y,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N
294D585BC2A227E54E2D9B0E75B14E11.twpfa44n,cpc,5/23/20 11:10 PM,46:00.0,Y,Y,Member,Pageview,Other,20,N,N,N,Y,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N
294D585BC2A227E54E2D9B0E75B14E11.twpfa44n,cpc,5/23/20 11:10 PM,46:00.0,Y,Y,Member,Pageview,Checkout,20,N,N,N,Y,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N
294D585BC2A227E54E2D9B0E75B14E11.twpfa44n,cpc,5/23/20 11:10 PM,46:00.0,Y,Y,Member,Pageview,Checkout,20,N,N,N,Y,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N
294D585BC2A227E54E2D9B0E75B14E11.twpfa44n,cpc,5/23/20 11:10 PM,46:00.0,Y,Y,Member,Pageview,Checkout,30,N,N,N,Y,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N
294D585BC2A227E54E2D9B0E75B14E11.twpfa44n,cpc,5/23/20 11:10 PM,46:00.0,Y,Y,Member,Pageview,Checkout,30,N,N,N,Y,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N
294D585BC2A227E54E2D9B0E75B14E11.twpfa44n,cpc,5/23/20 11:10 PM,46:00.0,Y,Y,Member,Pageview,Checkout,30,N,N,N,Y,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N
294D585BC2A227E54E2D9B0E75B14E11.twpfa44n,cpc,5/23/20 11:10 PM,46:00.0,Y,Y,Member,Pageview,Checkout,30,N,N,N,Y,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N
294D585BC2A227E54E2D9B0E75B14E11.twpfa44n,cpc,5/23/20 11:10 PM,46:00.0,Y,Y,Member,Pageview,Checkout,15,N,N,N,Y,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N
294D585BC2A227E54E2D9B0E75B14E11.twpfa44n,cpc,5/23/20 11:10 PM,46:00.0,Y,Y,Member,Pageview,Checkout,15,N,N,N,Y,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N
294D585BC2A227E54E2D9B0E75B14E11.twpfa44n,cpc,5/23/20 11:10 PM,46:00.0,Y,Y,Member,OrderPlacedEvent,NULL,15,N,N,N,Y,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N
294D585BC2A227E54E2D9B0E75B14E11.twpfa44n,cpc,5/23/20 11:10 PM,46:00.0,Y,Y,Member,Pageview,Checkout,15,N,N,N,Y,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N
294D585BC2A227E54E2D9B0E75B14E11.twpfa44n,cpc,5/23/20 11:10 PM,46:00.0,Y,Y,Member,Pageview,MyAccount,30,N,N,N,Y,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N
294D585BC2A227E54E2D9B0E75B14E11.twpfa44n,cpc,5/23/20 11:10 PM,46:00.0,Y,Y,Member,Pageview,MyAccount,30,N,N,N,Y,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N
294D585BC2A227E54E2D9B0E75B14E11.twpfa44n,cpc,5/23/20 11:10 PM,46:00.0,Y,Y,Member,Pageview,MyAccount,30,N,N,N,Y,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N
294D585BC2A227E54E2D9B0E75B14E11.twpfa44n,cpc,5/23/20 11:10 PM,46:00.0,Y,Y,Member,Pageview,MyAccount,30,N,N,N,Y,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N
C0B6C191250CBED7537A44406A3EE629.twpfa118n,cpc,5/23/20 11:10 PM,24:00.0,Y,Y,Member,Pageview,Homepage,20,N,N,Y,Y,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
C0B6C191250CBED7537A44406A3EE629.twpfa118n,cpc,5/23/20 11:10 PM,24:00.0,Y,Y,Member,Pageview,Other,20,N,N,Y,Y,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
C0B6C191250CBED7537A44406A3EE629.twpfa118n,cpc,5/23/20 11:10 PM,24:00.0,Y,Y,Member,Pageview,Other,20,N,N,Y,Y,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
C0B6C191250CBED7537A44406A3EE629.twpfa118n,cpc,5/23/20 11:10 PM,24:00.0,Y,Y,Member,Pageview,Product,12,N,N,Y,Y,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
C0B6C191250CBED7537A44406A3EE629.twpfa118n,cpc,5/23/20 11:10 PM,24:00.0,Y,Y,Member,Pageview,Category,12,N,N,Y,Y,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
C0B6C191250CBED7537A44406A3EE629.twpfa118n,cpc,5/23/20 11:10 PM,24:00.0,Y,Y,Member,Pageview,MyAccount,12,N,N,Y,Y,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
C0B6C191250CBED7537A44406A3EE629.twpfa118n,cpc,5/23/20 11:10 PM,24:00.0,Y,Y,Member,Pageview,Other,12,N,N,Y,Y,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
C0B6C191250CBED7537A44406A3EE629.twpfa118n,cpc,5/23/20 11:10 PM,24:00.0,Y,Y,Member,Pageview,Checkout,12,N,N,Y,Y,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
C0B6C191250CBED7537A44406A3EE629.twpfa118n,cpc,5/23/20 11:10 PM,24:00.0,Y,Y,Member,Pageview,Checkout,10,N,N,Y,Y,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
C0B6C191250CBED7537A44406A3EE629.twpfa118n,cpc,5/23/20 11:10 PM,24:00.0,Y,Y,Member,Pageview,Product,10,N,N,Y,Y,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
C0B6C191250CBED7537A44406A3EE629.twpfa118n,cpc,5/23/20 11:10 PM,24:00.0,Y,Y,Member,Pageview,Other,10,N,N,Y,Y,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
C0B6C191250CBED7537A44406A3EE629.twpfa118n,cpc,5/23/20 11:10 PM,24:00.0,Y,Y,Member,Pageview,Other,10,N,N,Y,Y,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
C0B6C191250CBED7537A44406A3EE629.twpfa118n,cpc,5/23/20 11:10 PM,24:00.0,Y,Y,Member,Pageview,Other,10,N,N,Y,Y,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
C0B6C191250CBED7537A44406A3EE629.twpfa118n,cpc,5/23/20 11:10 PM,24:00.0,Y,Y,Member,Pageview,Other,10,N,N,Y,Y,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
C0B6C191250CBED7537A44406A3EE629.twpfa118n,cpc,5/23/20 11:10 PM,24:00.0,Y,Y,Member,Pageview,Checkout,15,N,N,Y,Y,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
C0B6C191250CBED7537A44406A3EE629.twpfa118n,cpc,5/23/20 11:10 PM,24:00.0,Y,Y,Member,Pageview,Product,15,N,N,Y,Y,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
C0B6C191250CBED7537A44406A3EE629.twpfa118n,cpc,5/23/20 11:10 PM,24:00.0,Y,Y,Member,Pageview,Checkout,15,N,N,Y,Y,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
C0B6C191250CBED7537A44406A3EE629.twpfa118n,cpc,5/23/20 11:10 PM,24:00.0,Y,Y,Member,Pageview,Checkout,15,N,N,Y,Y,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
C0B6C191250CBED7537A44406A3EE629.twpfa118n,cpc,5/23/20 11:10 PM,24:00.0,Y,Y,Member,Pageview,Checkout,60,N,N,Y,Y,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
C0B6C191250CBED7537A44406A3EE629.twpfa118n,cpc,5/23/20 11:10 PM,24:00.0,Y,Y,Member,Pageview,Homepage,20,N,N,Y,Y,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
C0B6C191250CBED7537A44406A3EE629.twpfa118n,cpc,5/23/20 11:10 PM,24:00.0,Y,Y,Member,Pageview,Homepage,20,N,N,Y,Y,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
C0B6C191250CBED7537A44406A3EE629.twpfa118n,cpc,5/23/20 11:10 PM,24:00.0,Y,Y,Member,Pageview,Category,20,N,N,Y,Y,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
C0B6C191250CBED7537A44406A3EE629.twpfa118n,cpc,5/23/20 11:10 PM,24:00.0,Y,Y,Member,OrderPlacedEvent,NULL,30,N,N,Y,Y,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
C0B6C191250CBED7537A44406A3EE629.twpfa118n,cpc,5/23/20 11:10 PM,24:00.0,Y,Y,Member,Pageview,Checkout,30,N,N,Y,Y,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
3171F4F7B028C1E33F7423F25FC2B826.twpfa45n,web_push,5/23/20 11:10 PM,10:00.0,N,N,anonymous,Pageview,Category,60,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
718ACE52A73D4231B9218D801566B5C5.twpfa45n,organic,5/23/20 11:10 PM,11:00.0,N,N,anonymous,Pageview,Other,60,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
718ACE52A73D4231B9218D801566B5C5.twpfa45n,organic,5/23/20 11:10 PM,11:00.0,N,N,anonymous,Pageview,Category,60,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
B73CB78013A981A1D55E4AF1C305830D.twpfa37n,organic,5/23/20 11:10 PM,43:00.0,Y,N,Elite,Pageview,Checkout,840,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,Y,N,N,N,N,N,Y,Y
B73CB78013A981A1D55E4AF1C305830D.twpfa37n,organic,5/23/20 11:10 PM,43:00.0,Y,N,Elite,Pageview,Other,30,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,Y,N,N,N,N,N,Y,Y
B73CB78013A981A1D55E4AF1C305830D.twpfa37n,organic,5/23/20 11:10 PM,43:00.0,Y,N,Elite,Pageview,Other,30,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,Y,N,N,N,N,N,Y,Y
B73CB78013A981A1D55E4AF1C305830D.twpfa37n,organic,5/23/20 11:10 PM,43:00.0,Y,N,Elite,Pageview,Checkout,15,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,Y,N,N,N,N,N,Y,Y
B73CB78013A981A1D55E4AF1C305830D.twpfa37n,organic,5/23/20 11:10 PM,43:00.0,Y,N,Elite,Pageview,Other,15,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,Y,N,N,N,N,N,Y,Y
B73CB78013A981A1D55E4AF1C305830D.twpfa37n,organic,5/23/20 11:10 PM,43:00.0,Y,N,Elite,Pageview,Product,15,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,Y,N,N,N,N,N,Y,Y
B73CB78013A981A1D55E4AF1C305830D.twpfa37n,organic,5/23/20 11:10 PM,43:00.0,Y,N,Elite,Pageview,Homepage,15,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,Y,N,N,N,N,N,Y,Y
B73CB78013A981A1D55E4AF1C305830D.twpfa37n,organic,5/23/20 11:10 PM,43:00.0,Y,N,Elite,Pageview,Other,30,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,Y,N,N,N,N,N,Y,Y
B73CB78013A981A1D55E4AF1C305830D.twpfa37n,organic,5/23/20 11:10 PM,43:00.0,Y,N,Elite,Pageview,Checkout,30,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,Y,N,N,N,N,N,Y,Y
B73CB78013A981A1D55E4AF1C305830D.twpfa37n,organic,5/23/20 11:10 PM,43:00.0,Y,N,Elite,Pageview,Category,30,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,Y,N,N,N,N,N,Y,Y
B73CB78013A981A1D55E4AF1C305830D.twpfa37n,organic,5/23/20 11:10 PM,43:00.0,Y,N,Elite,Pageview,Checkout,30,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,Y,N,N,N,N,N,Y,Y
B73CB78013A981A1D55E4AF1C305830D.twpfa37n,organic,5/23/20 11:10 PM,43:00.0,Y,N,Elite,Pageview,Checkout,15,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,Y,N,N,N,N,N,Y,Y
B73CB78013A981A1D55E4AF1C305830D.twpfa37n,organic,5/23/20 11:10 PM,43:00.0,Y,N,Elite,Pageview,Product,15,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,Y,N,N,N,N,N,Y,Y
B73CB78013A981A1D55E4AF1C305830D.twpfa37n,organic,5/23/20 11:10 PM,43:00.0,Y,N,Elite,Pageview,Checkout,15,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,Y,N,N,N,N,N,Y,Y
B73CB78013A981A1D55E4AF1C305830D.twpfa37n,organic,5/23/20 11:10 PM,43:00.0,Y,N,Elite,Pageview,Checkout,15,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,Y,N,N,N,N,N,Y,Y
B73CB78013A981A1D55E4AF1C305830D.twpfa37n,organic,5/23/20 11:10 PM,43:00.0,Y,N,Elite,Pageview,Category,60,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,Y,N,N,N,N,N,Y,Y
B73CB78013A981A1D55E4AF1C305830D.twpfa37n,organic,5/23/20 11:10 PM,43:00.0,Y,N,Elite,Pageview,Other,20,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,Y,N,N,N,N,N,Y,Y
B73CB78013A981A1D55E4AF1C305830D.twpfa37n,organic,5/23/20 11:10 PM,43:00.0,Y,N,Elite,Pageview,Checkout,20,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,Y,N,N,N,N,N,Y,Y
B73CB78013A981A1D55E4AF1C305830D.twpfa37n,organic,5/23/20 11:10 PM,43:00.0,Y,N,Elite,Pageview,Other,20,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,Y,N,N,N,N,N,Y,Y
B73CB78013A981A1D55E4AF1C305830D.twpfa37n,organic,5/23/20 11:10 PM,43:00.0,Y,N,Elite,Pageview,Checkout,30,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,Y,N,N,N,N,N,Y,Y
B73CB78013A981A1D55E4AF1C305830D.twpfa37n,organic,5/23/20 11:10 PM,43:00.0,Y,N,Elite,Pageview,Checkout,30,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,Y,N,N,N,N,N,Y,Y
B73CB78013A981A1D55E4AF1C305830D.twpfa37n,organic,5/23/20 11:10 PM,43:00.0,Y,N,Elite,Pageview,Category,20,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,Y,N,N,N,N,N,Y,Y
B73CB78013A981A1D55E4AF1C305830D.twpfa37n,organic,5/23/20 11:10 PM,43:00.0,Y,N,Elite,Pageview,Category,20,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,Y,N,N,N,N,N,Y,Y
B73CB78013A981A1D55E4AF1C305830D.twpfa37n,organic,5/23/20 11:10 PM,43:00.0,Y,N,Elite,Pageview,Category,20,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,Y,N,N,N,N,N,Y,Y
B73CB78013A981A1D55E4AF1C305830D.twpfa37n,organic,5/23/20 11:10 PM,43:00.0,Y,N,Elite,Pageview,Category,30,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,Y,N,N,N,N,N,Y,Y
B73CB78013A981A1D55E4AF1C305830D.twpfa37n,organic,5/23/20 11:10 PM,43:00.0,Y,N,Elite,Pageview,Category,30,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,Y,N,N,N,N,N,Y,Y
B73CB78013A981A1D55E4AF1C305830D.twpfa37n,organic,5/23/20 11:10 PM,43:00.0,Y,N,Elite,Pageview,Category,60,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,Y,N,N,N,N,N,Y,Y
B73CB78013A981A1D55E4AF1C305830D.twpfa37n,organic,5/23/20 11:10 PM,43:00.0,Y,N,Elite,Pageview,Category,15,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,Y,N,N,N,N,N,Y,Y
B73CB78013A981A1D55E4AF1C305830D.twpfa37n,organic,5/23/20 11:10 PM,43:00.0,Y,N,Elite,Pageview,Checkout,15,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,Y,N,N,N,N,N,Y,Y
B73CB78013A981A1D55E4AF1C305830D.twpfa37n,organic,5/23/20 11:10 PM,43:00.0,Y,N,Elite,Pageview,Product,15,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,Y,N,N,N,N,N,Y,Y
B73CB78013A981A1D55E4AF1C305830D.twpfa37n,organic,5/23/20 11:10 PM,43:00.0,Y,N,Elite,Pageview,Checkout,15,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,Y,N,N,N,N,N,Y,Y
B73CB78013A981A1D55E4AF1C305830D.twpfa37n,organic,5/23/20 11:10 PM,43:00.0,Y,N,Elite,Pageview,Checkout,60,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,Y,N,N,N,N,N,Y,Y
B73CB78013A981A1D55E4AF1C305830D.twpfa37n,organic,5/23/20 11:10 PM,43:00.0,Y,N,Elite,Pageview,Checkout,60,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,Y,N,N,N,N,N,Y,Y
B73CB78013A981A1D55E4AF1C305830D.twpfa37n,organic,5/23/20 11:10 PM,43:00.0,Y,N,Elite,Pageview,Category,30,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,Y,N,N,N,N,N,Y,Y
B73CB78013A981A1D55E4AF1C305830D.twpfa37n,organic,5/23/20 11:10 PM,43:00.0,Y,N,Elite,Pageview,MyAccount,30,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,Y,N,N,N,N,N,Y,Y
B73CB78013A981A1D55E4AF1C305830D.twpfa37n,organic,5/23/20 11:10 PM,43:00.0,Y,N,Elite,Pageview,Checkout,20,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,Y,N,N,N,N,N,Y,Y
B73CB78013A981A1D55E4AF1C305830D.twpfa37n,organic,5/23/20 11:10 PM,43:00.0,Y,N,Elite,Pageview,Checkout,20,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,Y,N,N,N,N,N,Y,Y
B73CB78013A981A1D55E4AF1C305830D.twpfa37n,organic,5/23/20 11:10 PM,43:00.0,Y,N,Elite,Pageview,Checkout,20,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,Y,N,N,N,N,N,Y,Y
B73CB78013A981A1D55E4AF1C305830D.twpfa37n,organic,5/23/20 11:10 PM,43:00.0,Y,N,Elite,Pageview,Checkout,60,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,Y,N,N,N,N,N,Y,Y
B3EB8094B2BD772F25BF766A0FEBFFF0.twpfa40n,organic,5/23/20 11:11 PM,16:00.0,N,N,anonymous,Pageview,Category,60,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N
B3EB8094B2BD772F25BF766A0FEBFFF0.twpfa40n,organic,5/23/20 11:11 PM,16:00.0,N,N,anonymous,Pageview,Category,30,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N
B3EB8094B2BD772F25BF766A0FEBFFF0.twpfa40n,organic,5/23/20 11:11 PM,16:00.0,N,N,anonymous,Pageview,Category,30,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N
B3EB8094B2BD772F25BF766A0FEBFFF0.twpfa40n,organic,5/23/20 11:11 PM,16:00.0,N,N,anonymous,Pageview,Category,15,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N
B3EB8094B2BD772F25BF766A0FEBFFF0.twpfa40n,organic,5/23/20 11:11 PM,16:00.0,N,N,anonymous,Pageview,Category,15,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N
B3EB8094B2BD772F25BF766A0FEBFFF0.twpfa40n,organic,5/23/20 11:11 PM,16:00.0,N,N,anonymous,Pageview,Other,15,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N
B3EB8094B2BD772F25BF766A0FEBFFF0.twpfa40n,organic,5/23/20 11:11 PM,16:00.0,N,N,anonymous,Pageview,Category,15,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N
B3EB8094B2BD772F25BF766A0FEBFFF0.twpfa40n,organic,5/23/20 11:11 PM,16:00.0,N,N,anonymous,Pageview,Other,60,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N
B3EB8094B2BD772F25BF766A0FEBFFF0.twpfa40n,organic,5/23/20 11:11 PM,16:00.0,N,N,anonymous,Pageview,Product,60,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N
B3EB8094B2BD772F25BF766A0FEBFFF0.twpfa40n,organic,5/23/20 11:11 PM,16:00.0,N,N,anonymous,Pageview,Other,30,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N
