sessionid,medium,session_start_time,userid,log_in_status,session_with_order,member_tier,eventaction,tstamp,pagetype,page_order,page_order_desc,page_view_in_minutes,page_duration,p_personal_care,p_skincare,p_cosmetics,p_health_care,p_body_hair_care,p_sport,p_men,p_other,p_derma,p_watsons_brand,p_bulk_buy,b_personal_care,b_skincare,b_cosmetics,b_health_care,b_body_hair_care,b_sport,b_men,b_other,b_derma,b_watsons_brand,b_bulk_buy
F3B45706E1F7E4BF52E9A738D66F97F5.twpfa32n,cpc,5/23/2020 12:10,71823e9e-c214-4243-9b48-091ed5192a82,Y,Y,Member,Pageview,13:00.0,Checkout,120,38,4,15,N,N,N,Y,N,N,Y,N,N,Y,N,Y,N,N,Y,Y,N,N,N,N,N,N
F3B45706E1F7E4BF52E9A738D66F97F5.twpfa32n,cpc,5/23/2020 12:10,71823e9e-c214-4243-9b48-091ed5192a82,Y,Y,Member,Pageview,14:00.0,Checkout,121,36,2,30,N,N,N,Y,N,N,Y,N,N,Y,N,Y,N,N,Y,Y,N,N,N,N,N,N
F3B45706E1F7E4BF52E9A738D66F97F5.twpfa32n,cpc,5/23/2020 12:10,71823e9e-c214-4243-9b48-091ed5192a82,Y,Y,Member,Pageview,14:00.0,Checkout,122,35,2,30,N,N,N,Y,N,N,Y,N,N,Y,N,Y,N,N,Y,Y,N,N,N,N,N,N
F3B45706E1F7E4BF52E9A738D66F97F5.twpfa32n,cpc,5/23/2020 12:10,71823e9e-c214-4243-9b48-091ed5192a82,Y,Y,Member,Pageview,16:00.0,MyAccount,127,30,10,6,N,N,N,Y,N,N,Y,N,N,Y,N,Y,N,N,Y,Y,N,N,N,N,N,N
F3B45706E1F7E4BF52E9A738D66F97F5.twpfa32n,cpc,5/23/2020 12:10,71823e9e-c214-4243-9b48-091ed5192a82,Y,Y,Member,Pageview,16:00.0,MyAccount,123,34,10,6,N,N,N,Y,N,N,Y,N,N,Y,N,Y,N,N,Y,Y,N,N,N,N,N,N
F3B45706E1F7E4BF52E9A738D66F97F5.twpfa32n,cpc,5/23/2020 12:10,71823e9e-c214-4243-9b48-091ed5192a82,Y,Y,Member,Pageview,16:00.0,MyAccount,124,33,10,6,N,N,N,Y,N,N,Y,N,N,Y,N,Y,N,N,Y,Y,N,N,N,N,N,N
F3B45706E1F7E4BF52E9A738D66F97F5.twpfa32n,cpc,5/23/2020 12:10,71823e9e-c214-4243-9b48-091ed5192a82,Y,Y,Member,Pageview,16:00.0,Checkout,125,32,10,6,N,N,N,Y,N,N,Y,N,N,Y,N,Y,N,N,Y,Y,N,N,N,N,N,N
F3B45706E1F7E4BF52E9A738D66F97F5.twpfa32n,cpc,5/23/2020 12:10,71823e9e-c214-4243-9b48-091ed5192a82,Y,Y,Member,Pageview,16:00.0,Checkout,126,31,10,6,N,N,N,Y,N,N,Y,N,N,Y,N,Y,N,N,Y,Y,N,N,N,N,N,N
F3B45706E1F7E4BF52E9A738D66F97F5.twpfa32n,cpc,5/23/2020 12:10,71823e9e-c214-4243-9b48-091ed5192a82,Y,Y,Member,OrderPlacedEvent,16:00.0,NULL,128,29,10,6,N,N,N,Y,N,N,Y,N,N,Y,N,Y,N,N,Y,Y,N,N,N,N,N,N
F3B45706E1F7E4BF52E9A738D66F97F5.twpfa32n,cpc,5/23/2020 12:10,71823e9e-c214-4243-9b48-091ed5192a82,Y,Y,Member,OrderPlacedEvent,16:00.0,NULL,129,28,10,6,N,N,N,Y,N,N,Y,N,N,Y,N,Y,N,N,Y,Y,N,N,N,N,N,N
F3B45706E1F7E4BF52E9A738D66F97F5.twpfa32n,cpc,5/23/2020 12:10,71823e9e-c214-4243-9b48-091ed5192a82,Y,Y,Member,Pageview,16:00.0,MyAccount,130,27,10,6,N,N,N,Y,N,N,Y,N,N,Y,N,Y,N,N,Y,Y,N,N,N,N,N,N
F3B45706E1F7E4BF52E9A738D66F97F5.twpfa32n,cpc,5/23/2020 12:10,71823e9e-c214-4243-9b48-091ed5192a82,Y,Y,Member,Pageview,16:00.0,MyAccount,131,26,10,6,N,N,N,Y,N,N,Y,N,N,Y,N,Y,N,N,Y,Y,N,N,N,N,N,N
F3B45706E1F7E4BF52E9A738D66F97F5.twpfa32n,cpc,5/23/2020 12:10,71823e9e-c214-4243-9b48-091ed5192a82,Y,Y,Member,Pageview,16:00.0,MyAccount,132,25,10,6,N,N,N,Y,N,N,Y,N,N,Y,N,Y,N,N,Y,Y,N,N,N,N,N,N
F3B45706E1F7E4BF52E9A738D66F97F5.twpfa32n,cpc,5/23/2020 12:10,71823e9e-c214-4243-9b48-091ed5192a82,Y,Y,Member,Pageview,17:00.0,MyAccount,134,23,12,5,N,N,N,Y,N,N,Y,N,N,Y,N,Y,N,N,Y,Y,N,N,N,N,N,N
F3B45706E1F7E4BF52E9A738D66F97F5.twpfa32n,cpc,5/23/2020 12:10,71823e9e-c214-4243-9b48-091ed5192a82,Y,Y,Member,Pageview,17:00.0,MyAccount,135,22,12,5,N,N,N,Y,N,N,Y,N,N,Y,N,Y,N,N,Y,Y,N,N,N,N,N,N
F3B45706E1F7E4BF52E9A738D66F97F5.twpfa32n,cpc,5/23/2020 12:10,71823e9e-c214-4243-9b48-091ed5192a82,Y,Y,Member,Pageview,17:00.0,MyAccount,136,21,12,5,N,N,N,Y,N,N,Y,N,N,Y,N,Y,N,N,Y,Y,N,N,N,N,N,N
F3B45706E1F7E4BF52E9A738D66F97F5.twpfa32n,cpc,5/23/2020 12:10,71823e9e-c214-4243-9b48-091ed5192a82,Y,Y,Member,Pageview,17:00.0,Checkout,137,20,12,5,N,N,N,Y,N,N,Y,N,N,Y,N,Y,N,N,Y,Y,N,N,N,N,N,N
F3B45706E1F7E4BF52E9A738D66F97F5.twpfa32n,cpc,5/23/2020 12:10,71823e9e-c214-4243-9b48-091ed5192a82,Y,Y,Member,Pageview,17:00.0,Checkout,133,24,12,5,N,N,N,Y,N,N,Y,N,N,Y,N,Y,N,N,Y,Y,N,N,N,N,N,N
F3B45706E1F7E4BF52E9A738D66F97F5.twpfa32n,cpc,5/23/2020 12:10,71823e9e-c214-4243-9b48-091ed5192a82,Y,Y,Member,Pageview,17:00.0,Checkout,138,19,12,5,N,N,N,Y,N,N,Y,N,N,Y,N,Y,N,N,Y,Y,N,N,N,N,N,N
F3B45706E1F7E4BF52E9A738D66F97F5.twpfa32n,cpc,5/23/2020 12:10,71823e9e-c214-4243-9b48-091ed5192a82,Y,Y,Member,Pageview,17:00.0,Checkout,139,13,12,5,N,N,N,Y,N,N,Y,N,N,Y,N,Y,N,N,Y,Y,N,N,N,N,N,N
F3B45706E1F7E4BF52E9A738D66F97F5.twpfa32n,cpc,5/23/2020 12:10,71823e9e-c214-4243-9b48-091ed5192a82,Y,Y,Member,Pageview,17:00.0,Checkout,140,18,12,5,N,N,N,Y,N,N,Y,N,N,Y,N,Y,N,N,Y,Y,N,N,N,N,N,N
F3B45706E1F7E4BF52E9A738D66F97F5.twpfa32n,cpc,5/23/2020 12:10,71823e9e-c214-4243-9b48-091ed5192a82,Y,Y,Member,Pageview,17:00.0,Checkout,141,17,12,5,N,N,N,Y,N,N,Y,N,N,Y,N,Y,N,N,Y,Y,N,N,N,N,N,N
F3B45706E1F7E4BF52E9A738D66F97F5.twpfa32n,cpc,5/23/2020 12:10,71823e9e-c214-4243-9b48-091ed5192a82,Y,Y,Member,Pageview,17:00.0,Checkout,142,16,12,5,N,N,N,Y,N,N,Y,N,N,Y,N,Y,N,N,Y,Y,N,N,N,N,N,N
F3B45706E1F7E4BF52E9A738D66F97F5.twpfa32n,cpc,5/23/2020 12:10,71823e9e-c214-4243-9b48-091ed5192a82,Y,Y,Member,Pageview,17:00.0,Checkout,143,15,12,5,N,N,N,Y,N,N,Y,N,N,Y,N,Y,N,N,Y,Y,N,N,N,N,N,N
F3B45706E1F7E4BF52E9A738D66F97F5.twpfa32n,cpc,5/23/2020 12:10,71823e9e-c214-4243-9b48-091ed5192a82,Y,Y,Member,Pageview,17:00.0,MyAccount,144,14,12,5,N,N,N,Y,N,N,Y,N,N,Y,N,Y,N,N,Y,Y,N,N,N,N,N,N
F3B45706E1F7E4BF52E9A738D66F97F5.twpfa32n,cpc,5/23/2020 12:10,71823e9e-c214-4243-9b48-091ed5192a82,Y,Y,Member,Pageview,18:00.0,Checkout,149,8,12,5,N,N,N,Y,N,N,Y,N,N,Y,N,Y,N,N,Y,Y,N,N,N,N,N,N
F3B45706E1F7E4BF52E9A738D66F97F5.twpfa32n,cpc,5/23/2020 12:10,71823e9e-c214-4243-9b48-091ed5192a82,Y,Y,Member,Pageview,18:00.0,MyAccount,145,12,12,5,N,N,N,Y,N,N,Y,N,N,Y,N,Y,N,N,Y,Y,N,N,N,N,N,N
F3B45706E1F7E4BF52E9A738D66F97F5.twpfa32n,cpc,5/23/2020 12:10,71823e9e-c214-4243-9b48-091ed5192a82,Y,Y,Member,Pageview,18:00.0,Checkout,146,11,12,5,N,N,N,Y,N,N,Y,N,N,Y,N,Y,N,N,Y,Y,N,N,N,N,N,N
F3B45706E1F7E4BF52E9A738D66F97F5.twpfa32n,cpc,5/23/2020 12:10,71823e9e-c214-4243-9b48-091ed5192a82,Y,Y,Member,Pageview,18:00.0,MyAccount,147,10,12,5,N,N,N,Y,N,N,Y,N,N,Y,N,Y,N,N,Y,Y,N,N,N,N,N,N
F3B45706E1F7E4BF52E9A738D66F97F5.twpfa32n,cpc,5/23/2020 12:10,71823e9e-c214-4243-9b48-091ed5192a82,Y,Y,Member,Pageview,18:00.0,Checkout,148,9,12,5,N,N,N,Y,N,N,Y,N,N,Y,N,Y,N,N,Y,Y,N,N,N,N,N,N
F3B45706E1F7E4BF52E9A738D66F97F5.twpfa32n,cpc,5/23/2020 12:10,71823e9e-c214-4243-9b48-091ed5192a82,Y,Y,Member,Pageview,18:00.0,MyAccount,150,7,12,5,N,N,N,Y,N,N,Y,N,N,Y,N,Y,N,N,Y,Y,N,N,N,N,N,N
F3B45706E1F7E4BF52E9A738D66F97F5.twpfa32n,cpc,5/23/2020 12:10,71823e9e-c214-4243-9b48-091ed5192a82,Y,Y,Member,Pageview,18:00.0,MyAccount,151,5,12,5,N,N,N,Y,N,N,Y,N,N,Y,N,Y,N,N,Y,Y,N,N,N,N,N,N
F3B45706E1F7E4BF52E9A738D66F97F5.twpfa32n,cpc,5/23/2020 12:10,71823e9e-c214-4243-9b48-091ed5192a82,Y,Y,Member,Pageview,18:00.0,Checkout,152,3,12,5,N,N,N,Y,N,N,Y,N,N,Y,N,Y,N,N,Y,Y,N,N,N,N,N,N
F3B45706E1F7E4BF52E9A738D66F97F5.twpfa32n,cpc,5/23/2020 12:10,71823e9e-c214-4243-9b48-091ed5192a82,Y,Y,Member,Pageview,18:00.0,MyAccount,153,2,12,5,N,N,N,Y,N,N,Y,N,N,Y,N,Y,N,N,Y,Y,N,N,N,N,N,N
F3B45706E1F7E4BF52E9A738D66F97F5.twpfa32n,cpc,5/23/2020 12:10,71823e9e-c214-4243-9b48-091ed5192a82,Y,Y,Member,Pageview,18:00.0,Checkout,154,1,12,5,N,N,N,Y,N,N,Y,N,N,Y,N,Y,N,N,Y,Y,N,N,N,N,N,N
F3B45706E1F7E4BF52E9A738D66F97F5.twpfa32n,cpc,5/23/2020 12:10,71823e9e-c214-4243-9b48-091ed5192a82,Y,Y,Member,Pageview,18:00.0,Checkout,155,6,12,5,N,N,N,Y,N,N,Y,N,N,Y,N,Y,N,N,Y,Y,N,N,N,N,N,N
F3B45706E1F7E4BF52E9A738D66F97F5.twpfa32n,cpc,5/23/2020 12:10,71823e9e-c214-4243-9b48-091ed5192a82,Y,Y,Member,Pageview,18:00.0,MyAccount,156,4,12,5,N,N,N,Y,N,N,Y,N,N,Y,N,Y,N,N,Y,Y,N,N,N,N,N,N
CE2CE28FA83FF65ACF84B44D31E75371.twpfa33n,web_push,5/23/2020 12:12,aa325e16-69eb-4c4d-9757-1d08a27ad617,N,Y,anonymous,Pageview,12:00.0,Homepage,1,14,5,12,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,Y
CE2CE28FA83FF65ACF84B44D31E75371.twpfa33n,web_push,5/23/2020 12:12,aa325e16-69eb-4c4d-9757-1d08a27ad617,N,Y,anonymous,Pageview,12:00.0,Category,2,17,5,12,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,Y
CE2CE28FA83FF65ACF84B44D31E75371.twpfa33n,web_push,5/23/2020 12:12,aa325e16-69eb-4c4d-9757-1d08a27ad617,N,Y,anonymous,Pageview,12:00.0,Category,3,15,5,12,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,Y
CE2CE28FA83FF65ACF84B44D31E75371.twpfa33n,web_push,5/23/2020 12:12,aa325e16-69eb-4c4d-9757-1d08a27ad617,N,Y,anonymous,Pageview,12:00.0,Category,4,16,5,12,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,Y
CE2CE28FA83FF65ACF84B44D31E75371.twpfa33n,web_push,5/23/2020 12:12,aa325e16-69eb-4c4d-9757-1d08a27ad617,N,Y,anonymous,Pageview,12:00.0,Other,5,13,5,12,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,Y
CE2CE28FA83FF65ACF84B44D31E75371.twpfa33n,web_push,5/23/2020 12:12,aa325e16-69eb-4c4d-9757-1d08a27ad617,N,Y,anonymous,Pageview,13:00.0,Category,6,10,3,20,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,Y
CE2CE28FA83FF65ACF84B44D31E75371.twpfa33n,web_push,5/23/2020 12:12,aa325e16-69eb-4c4d-9757-1d08a27ad617,N,Y,anonymous,Pageview,13:00.0,Product,7,11,3,20,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,Y
CE2CE28FA83FF65ACF84B44D31E75371.twpfa33n,web_push,5/23/2020 12:12,aa325e16-69eb-4c4d-9757-1d08a27ad617,N,Y,anonymous,Pageview,13:00.0,Category,8,12,3,20,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,Y
CE2CE28FA83FF65ACF84B44D31E75371.twpfa33n,web_push,5/23/2020 12:12,aa325e16-69eb-4c4d-9757-1d08a27ad617,N,Y,anonymous,Pageview,14:00.0,Product,9,8,2,30,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,Y
CE2CE28FA83FF65ACF84B44D31E75371.twpfa33n,web_push,5/23/2020 12:12,aa325e16-69eb-4c4d-9757-1d08a27ad617,N,Y,anonymous,Pageview,14:00.0,Category,10,9,2,30,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,Y
CE2CE28FA83FF65ACF84B44D31E75371.twpfa33n,web_push,5/23/2020 12:12,aa325e16-69eb-4c4d-9757-1d08a27ad617,N,Y,anonymous,Pageview,16:00.0,Checkout,11,7,1,60,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,Y
CE2CE28FA83FF65ACF84B44D31E75371.twpfa33n,web_push,5/23/2020 12:12,aa325e16-69eb-4c4d-9757-1d08a27ad617,N,Y,anonymous,Pageview,17:00.0,Checkout,12,6,1,240,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,Y
CE2CE28FA83FF65ACF84B44D31E75371.twpfa33n,web_push,5/23/2020 12:12,aa325e16-69eb-4c4d-9757-1d08a27ad617,N,Y,anonymous,Pageview,21:00.0,Checkout,13,5,1,180,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,Y
CE2CE28FA83FF65ACF84B44D31E75371.twpfa33n,web_push,5/23/2020 12:12,aa325e16-69eb-4c4d-9757-1d08a27ad617,N,Y,anonymous,Pageview,24:00.0,Checkout,15,3,3,20,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,Y
CE2CE28FA83FF65ACF84B44D31E75371.twpfa33n,web_push,5/23/2020 12:12,aa325e16-69eb-4c4d-9757-1d08a27ad617,N,Y,anonymous,Pageview,24:00.0,MyAccount,14,4,3,20,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,Y
CE2CE28FA83FF65ACF84B44D31E75371.twpfa33n,web_push,5/23/2020 12:12,aa325e16-69eb-4c4d-9757-1d08a27ad617,N,Y,anonymous,OrderPlacedEvent,24:00.0,NULL,16,2,3,20,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,Y
CE2CE28FA83FF65ACF84B44D31E75371.twpfa33n,web_push,5/23/2020 12:12,aa325e16-69eb-4c4d-9757-1d08a27ad617,N,Y,anonymous,Pageview,25:00.0,Homepage,17,1,1,60,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,Y
2D3F41CF0B9AEF05835D947A27F6EA8B.twpfa35n,email,5/23/2020 12:13,e06eaa6b-16cb-4702-a13e-05df25a3dfba,Y,Y,Member,Pageview,13:00.0,Homepage,3,18,4,15,Y,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2D3F41CF0B9AEF05835D947A27F6EA8B.twpfa35n,email,5/23/2020 12:13,e06eaa6b-16cb-4702-a13e-05df25a3dfba,Y,Y,Member,Pageview,13:00.0,Other,1,20,4,15,Y,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2D3F41CF0B9AEF05835D947A27F6EA8B.twpfa35n,email,5/23/2020 12:13,e06eaa6b-16cb-4702-a13e-05df25a3dfba,Y,Y,Member,Pageview,13:00.0,Homepage,2,19,4,15,Y,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2D3F41CF0B9AEF05835D947A27F6EA8B.twpfa35n,email,5/23/2020 12:13,e06eaa6b-16cb-4702-a13e-05df25a3dfba,Y,Y,Member,Pageview,13:00.0,Other,4,17,4,15,Y,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2D3F41CF0B9AEF05835D947A27F6EA8B.twpfa35n,email,5/23/2020 12:13,e06eaa6b-16cb-4702-a13e-05df25a3dfba,Y,Y,Member,Pageview,32:00.0,Homepage,5,16,2,30,Y,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2D3F41CF0B9AEF05835D947A27F6EA8B.twpfa35n,email,5/23/2020 12:13,e06eaa6b-16cb-4702-a13e-05df25a3dfba,Y,Y,Member,Pageview,32:00.0,Homepage,6,15,2,30,Y,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2D3F41CF0B9AEF05835D947A27F6EA8B.twpfa35n,email,5/23/2020 12:13,e06eaa6b-16cb-4702-a13e-05df25a3dfba,Y,Y,Member,Pageview,33:00.0,Checkout,7,12,4,15,Y,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2D3F41CF0B9AEF05835D947A27F6EA8B.twpfa35n,email,5/23/2020 12:13,e06eaa6b-16cb-4702-a13e-05df25a3dfba,Y,Y,Member,Pageview,33:00.0,Checkout,8,13,4,15,Y,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2D3F41CF0B9AEF05835D947A27F6EA8B.twpfa35n,email,5/23/2020 12:13,e06eaa6b-16cb-4702-a13e-05df25a3dfba,Y,Y,Member,Pageview,33:00.0,Checkout,9,14,4,15,Y,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2D3F41CF0B9AEF05835D947A27F6EA8B.twpfa35n,email,5/23/2020 12:13,e06eaa6b-16cb-4702-a13e-05df25a3dfba,Y,Y,Member,Pageview,33:00.0,Checkout,10,11,4,15,Y,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2D3F41CF0B9AEF05835D947A27F6EA8B.twpfa35n,email,5/23/2020 12:13,e06eaa6b-16cb-4702-a13e-05df25a3dfba,Y,Y,Member,Pageview,34:00.0,Checkout,11,10,2,30,Y,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2D3F41CF0B9AEF05835D947A27F6EA8B.twpfa35n,email,5/23/2020 12:13,e06eaa6b-16cb-4702-a13e-05df25a3dfba,Y,Y,Member,Pageview,34:00.0,Checkout,12,9,2,30,Y,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2D3F41CF0B9AEF05835D947A27F6EA8B.twpfa35n,email,5/23/2020 12:13,e06eaa6b-16cb-4702-a13e-05df25a3dfba,Y,Y,Member,Pageview,37:00.0,Checkout,14,7,4,15,Y,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2D3F41CF0B9AEF05835D947A27F6EA8B.twpfa35n,email,5/23/2020 12:13,e06eaa6b-16cb-4702-a13e-05df25a3dfba,Y,Y,Member,Pageview,37:00.0,Checkout,13,8,4,15,Y,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2D3F41CF0B9AEF05835D947A27F6EA8B.twpfa35n,email,5/23/2020 12:13,e06eaa6b-16cb-4702-a13e-05df25a3dfba,Y,Y,Member,Pageview,37:00.0,Checkout,15,6,4,15,Y,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2D3F41CF0B9AEF05835D947A27F6EA8B.twpfa35n,email,5/23/2020 12:13,e06eaa6b-16cb-4702-a13e-05df25a3dfba,Y,Y,Member,Pageview,37:00.0,Checkout,16,5,4,15,Y,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2D3F41CF0B9AEF05835D947A27F6EA8B.twpfa35n,email,5/23/2020 12:13,e06eaa6b-16cb-4702-a13e-05df25a3dfba,Y,Y,Member,OrderPlacedEvent,41:00.0,NULL,17,4,4,15,Y,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2D3F41CF0B9AEF05835D947A27F6EA8B.twpfa35n,email,5/23/2020 12:13,e06eaa6b-16cb-4702-a13e-05df25a3dfba,Y,Y,Member,Pageview,41:00.0,Checkout,18,1,4,15,Y,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2D3F41CF0B9AEF05835D947A27F6EA8B.twpfa35n,email,5/23/2020 12:13,e06eaa6b-16cb-4702-a13e-05df25a3dfba,Y,Y,Member,Pageview,41:00.0,Checkout,19,3,4,15,Y,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2D3F41CF0B9AEF05835D947A27F6EA8B.twpfa35n,email,5/23/2020 12:13,e06eaa6b-16cb-4702-a13e-05df25a3dfba,Y,Y,Member,OrderPlacedEvent,41:00.0,NULL,20,2,4,15,Y,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N
7EEFC97CFDFAF8B5FC6C7841F875196D.twpfa42n,organic,5/23/2020 12:13,fb27e845-f90a-4a98-8635-b9d1a89d9826,N,N,anonymous,Pageview,13:00.0,Other,1,11,1,60,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N
7EEFC97CFDFAF8B5FC6C7841F875196D.twpfa42n,organic,5/23/2020 12:13,fb27e845-f90a-4a98-8635-b9d1a89d9826,N,N,anonymous,Pageview,14:00.0,Other,2,10,1,60,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N
7EEFC97CFDFAF8B5FC6C7841F875196D.twpfa42n,organic,5/23/2020 12:13,fb27e845-f90a-4a98-8635-b9d1a89d9826,N,N,anonymous,Pageview,15:00.0,Category,3,9,1,60,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N
7EEFC97CFDFAF8B5FC6C7841F875196D.twpfa42n,organic,5/23/2020 12:13,fb27e845-f90a-4a98-8635-b9d1a89d9826,N,N,anonymous,Pageview,16:00.0,Product,5,7,3,20,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N
7EEFC97CFDFAF8B5FC6C7841F875196D.twpfa42n,organic,5/23/2020 12:13,fb27e845-f90a-4a98-8635-b9d1a89d9826,N,N,anonymous,Pageview,16:00.0,Other,4,6,3,20,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N
7EEFC97CFDFAF8B5FC6C7841F875196D.twpfa42n,organic,5/23/2020 12:13,fb27e845-f90a-4a98-8635-b9d1a89d9826,N,N,anonymous,Pageview,16:00.0,Category,6,8,3,20,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N
7EEFC97CFDFAF8B5FC6C7841F875196D.twpfa42n,organic,5/23/2020 12:13,fb27e845-f90a-4a98-8635-b9d1a89d9826,N,N,anonymous,Pageview,17:00.0,Category,7,5,1,60,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N
7EEFC97CFDFAF8B5FC6C7841F875196D.twpfa42n,organic,5/23/2020 12:13,fb27e845-f90a-4a98-8635-b9d1a89d9826,N,N,anonymous,Pageview,18:00.0,Other,8,3,2,30,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N
7EEFC97CFDFAF8B5FC6C7841F875196D.twpfa42n,organic,5/23/2020 12:13,fb27e845-f90a-4a98-8635-b9d1a89d9826,N,N,anonymous,Pageview,18:00.0,Category,9,4,2,30,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N
7EEFC97CFDFAF8B5FC6C7841F875196D.twpfa42n,organic,5/23/2020 12:13,fb27e845-f90a-4a98-8635-b9d1a89d9826,N,N,anonymous,Pageview,19:00.0,Category,10,2,1,60,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N
7EEFC97CFDFAF8B5FC6C7841F875196D.twpfa42n,organic,5/23/2020 12:13,fb27e845-f90a-4a98-8635-b9d1a89d9826,N,N,anonymous,Pageview,20:00.0,Other,11,1,1,60,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N
FAFD0464B8B13258D26704F9473E35B9.twpfa48n,social-media,5/23/2020 12:13,0f65b8e4-e03e-41a3-b263-592635a53001,Y,N,Member,Pageview,13:00.0,Other,1,134,2,30,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N
FAFD0464B8B13258D26704F9473E35B9.twpfa48n,social-media,5/23/2020 12:13,0f65b8e4-e03e-41a3-b263-592635a53001,Y,N,Member,Pageview,13:00.0,Other,2,133,2,30,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N
FAFD0464B8B13258D26704F9473E35B9.twpfa48n,social-media,5/23/2020 12:13,0f65b8e4-e03e-41a3-b263-592635a53001,Y,N,Member,Pageview,18:00.0,Product,3,132,6,10,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N
FAFD0464B8B13258D26704F9473E35B9.twpfa48n,social-media,5/23/2020 12:13,0f65b8e4-e03e-41a3-b263-592635a53001,Y,N,Member,Pageview,18:00.0,Product,4,131,6,10,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N
